sep=;
public;interface;FilePropertyProps
public;enum;FillDisplay
public;enum;FillFlags
public;interface;FlatBufferGeometryStream
public;type;FontId
public;class;FontMap
public;interface;FontMapProps
public;interface;FontProps
public;enum;FontType
internal;interface;FormDataCommon
beta;class;FractionRun
beta;interface;FractionRunProps
public;class;FresnelSettings
public;interface;FresnelSettingsProps
public;class;Frustum
public;class;FrustumPlanes
public;namespace;FrustumPlanes
public;interface;FunctionalElementProps
beta;interface;GenericInstanceFilter
beta;namespace;GenericInstanceFilter
beta;interface;GenericInstanceFilterRelatedInstanceDescription
beta;interface;GenericInstanceFilterRelationshipStep
beta;interface;GenericInstanceFilterRule
beta;interface;GenericInstanceFilterRuleGroup
beta;type;GenericInstanceFilterRuleGroupOperator
beta;type;GenericInstanceFilterRuleOperator
beta;type;GenericInstanceFilterRuleValue
beta;namespace;GenericInstanceFilterRuleValue
public;class;GeocentricTransform
public;interface;GeocentricTransformProps
beta;interface;GeoCoordinatesRequestProps
beta;interface;GeoCoordinatesResponseProps
public;enum;GeoCoordStatus
public;class;GeodeticDatum
public;interface;GeodeticDatumProps
public;class;GeodeticEllipsoid
public;interface;GeodeticEllipsoidProps
public;class;GeodeticTransform
public;type;GeodeticTransformMethod
public;class;GeodeticTransformPath
public;interface;GeodeticTransformPathProps
public;interface;GeodeticTransformProps
public;class;GeographicCRS
beta;interface;GeographicCRSInterpretRequestProps
beta;interface;GeographicCRSInterpretResponseProps
public;interface;GeographicCRSProps
public;interface;GeometricElement2dProps
public;interface;GeometricElement3dProps
public;interface;GeometricElementProps
public;interface;GeometricModel2dProps
public;interface;GeometricModel3dProps
public;interface;GeometricModelProps
public;interface;GeometryAppearanceProps
public;enum;GeometryClass
public;interface;GeometryContainmentRequestProps
public;interface;GeometryContainmentResponseProps
public;class;GeometryParams
public;interface;GeometryPartInstanceProps
public;interface;GeometryPartProps
public;interface;GeometryPrimitive
public;class;GeometryStreamBuilder
public;interface;GeometryStreamEntryProps
public;enum;GeometryStreamFlags
public;interface;GeometryStreamHeaderProps
public;class;GeometryStreamIterator
public;interface;GeometryStreamIteratorEntry
public;type;GeometryStreamPrimitive
public;type;GeometryStreamProps
public;interface;GeometrySummaryOptions
public;interface;GeometrySummaryRequestProps
public;enum;GeometrySummaryVerbosity
internal;function;getMaximumMajorTileFormatVersion
internal;const;getPullChangesIpcChannel
internal;function;getTileObjectReference
internal;class;GlbHeader
public;enum;GlobeMode
internal;interface;GltfChunk
internal;enum;GltfV2ChunkTypes
internal;enum;GltfVersions
public;namespace;Gradient
public;class;GraphicParams
public;interface;GraphicsRequestProps
public;class;GridFileDefinition
public;interface;GridFileDefinitionProps
public;type;GridFileDirection
public;type;GridFileFormat
public;class;GridFileTransform
public;interface;GridFileTransformProps
public;enum;GridOrientationType
public;class;GroundPlane
public;type;GroundPlaneProperties
public;interface;GroundPlaneProps
public;class;Helmert2DWithZOffset
public;interface;Helmert2DWithZOffsetProps
public;type;HemisphereEnum
public;class;HemisphereLights
public;interface;HemisphereLightsProps
public;namespace;HiddenLine
public;namespace;Hilite
public;class;HorizontalCRS
public;class;HorizontalCRSExtent
public;interface;HorizontalCRSExtentProps
public;interface;HorizontalCRSProps
public;class;HSLColor
public;class;HSVColor
public;enum;HSVConstants
internal;type;HttpMethod_T
public;interface;HttpServerRequest
deprecated;interface;HttpServerRequest
public;interface;HttpServerResponse
deprecated;interface;HttpServerResponse
internal;interface;HydrateViewStateRequestProps
internal;interface;HydrateViewStateResponseProps
internal;class;I3dmHeader
public;type;IgnoreAnimationOverrides
public;interface;IgnoreAnimationOverridesArgs
public;class;ImageBuffer
public;enum;ImageBufferFormat
public;class;ImageGraphic
public;class;ImageGraphicCorners
public;type;ImageGraphicCornersProps
public;interface;ImageGraphicProps
public;interface;ImageMapLayerProps
public;class;ImageMapLayerSettings
public;interface;ImagePrimitive
public;type;ImageryMapLayerFormatId
public;class;ImageSource
public;enum;ImageSourceFormat
internal;enum;ImdlFlags
internal;class;ImdlHeader
public;class;IModel
public;type;IModelConnectionProps
beta;interface;IModelCoordinatesRequestProps
beta;interface;IModelCoordinatesResponseProps
public;interface;IModelEncryptionProps
deprecated;interface;IModelEncryptionProps
public;class;IModelError
public;type;IModelErrorNumber
public;class;IModelNotFoundResponse
public;interface;IModelProps
internal;class;IModelReadRpcInterface
public;interface;IModelRpcOpenProps
public;interface;IModelRpcProps
public;class;IModelTileRpcInterface
internal;type;IModelTileTreeId
internal;function;iModelTileTreeIdToString
internal;interface;IModelTileTreeProps
public;class;IModelVersion
public;type;IModelVersionProps
public;interface;InformationPartitionElementProps
internal;const;initializeRpcRequest
internal;const;INSTANCE
internal;interface;InterceptedRpcRequest
beta;enum;InternetConnectivityStatus
public;const;Interpolation
public;type;InterpolationFunction
internal;const;ipcAppChannels
internal;interface;IpcAppFunctions
internal;interface;IpcAppNotifications
internal;type;IpcInvokeReturn
public;type;IpcListener
internal;class;IpcSession
public;interface;IpcSocket
public;interface;IpcSocketBackend
public;interface;IpcSocketFrontend
internal;class;IpcWebSocket
internal;class;IpcWebSocketBackend
internal;class;IpcWebSocketFrontend
internal;interface;IpcWebSocketMessage
internal;namespace;IpcWebSocketMessage
internal;enum;IpcWebSocketMessageType
internal;class;IpcWebSocketTransport
internal;function;isKnownTileFormat
public;function;isPlacement2dProps
public;function;isPlacement3dProps
public;function;isPowerOfTwo
internal;function;isValidImageSourceFormat
internal;const;iTwinChannel
public;interface;JsonGeometryStream
internal;interface;LegacyAnalysisStyleProps
internal;interface;LightLocationProps
public;class;LightSettings
public;interface;LightSettingsProps
beta;class;LineBreakRun
beta;interface;LineBreakRunProps
beta;interface;LineLayoutResult
public;enum;LinePixels
public;namespace;LineStyle
public;interface;LineStyleProps
public;type;LocalAlignedBox3d
public;interface;LocalBriefcaseProps
public;type;LocalDirName
public;type;LocalFileName
public;interface;Localization
public;enum;LockState
public;interface;MapImageryProps
public;class;MapImagerySettings
public;interface;MapLayerKey
public;type;MapLayerProps
public;class;MapLayerSettings
public;interface;MapSubLayerProps
public;class;MapSubLayerSettings
public;function;mapToGeoServiceStatus
internal;interface;MarshalingBinaryMarker
internal;namespace;MarshalingBinaryMarker
public;enum;MassPropertiesOperation
public;interface;MassPropertiesPerCandidateRequestProps
public;interface;MassPropertiesPerCandidateResponseProps
public;interface;MassPropertiesRequestProps
public;interface;MassPropertiesResponseProps
public;interface;MaterialProps
internal;class;MeshEdge
internal;class;MeshEdges
internal;class;MeshPolyline
internal;class;MeshPolylineList
public;class;ModelClipGroup
public;interface;ModelClipGroupProps
public;class;ModelClipGroups
public;interface;ModelExtentsProps
public;interface;ModelFeature
public;namespace;ModelFeature
alpha;function;unpack
public;interface;ModelGeometryChanges
public;namespace;ModelGeometryChanges
public;interface;ModelGeometryChangesProps
public;interface;ModelIdAndGeometryGuid
public;interface;ModelLoadProps
public;interface;ModelMapLayerProps
public;class;ModelMapLayerSettings
public;interface;ModelPlanarClipMaskArgs
public;interface;ModelProps
public;interface;ModelQueryParams
public;interface;ModelSelectorProps
public;enum;MonochromeMode
internal;class;MultiModelPackedFeatureTable
internal;interface;NativeAppFunctions
internal;const;nativeAppIpcStrings
internal;interface;NativeAppNotifications
public;interface;NavigationBindingValue
public;interface;NavigationValue
public;function;nextHighestPowerOfTwo
internal;function;nextPoint3d64FromByteStream
public;class;NoContentError
public;class;NonUniformColor
public;enum;NormalMapFlags
beta;interface;NormalMapParams
public;interface;NormalMapProps
internal;interface;NotifyEntitiesChangedArgs
internal;interface;NotifyEntitiesChangedMetadata
public;enum;Npc
public;const;NpcCenter
public;const;NpcCorners
public;class;OctEncodedNormal
internal;class;OctEncodedNormalPair
internal;interface;OpenAPIContentMap
internal;interface;OpenAPIDocument
internal;interface;OpenAPIEncoding
public;interface;OpenAPIInfo
deprecated;interface;OpenAPIInfo
internal;interface;OpenAPIMediaType
internal;interface;OpenAPIOperation
internal;interface;OpenAPIParameter
internal;interface;OpenAPIPathItem
internal;interface;OpenAPIPaths
internal;interface;OpenAPIRequestBody
internal;interface;OpenAPIResponse
internal;interface;OpenAPIResponses
internal;interface;OpenAPISchema
public;interface;OpenBriefcaseOptions
public;interface;OpenBriefcaseProps
beta;interface;OpenCheckpointArgs
public;interface;OpenDbKey
public;interface;OpenSqliteArgs
internal;const;OPERATION
alpha;interface;OrbitGtBlobProps
beta;enum;OverriddenBy
public;interface;OverrideElementAppearanceOptions
public;type;OverrideFeatureAppearanceArgs
public;interface;OverrideFeatureAppearanceOptions
public;interface;OverrideModelAppearanceOptions
public;interface;OverrideSubCategoryAppearanceOptions
public;interface;PackedFeature
public;namespace;PackedFeature
internal;class;PackedFeatureModelTable
internal;class;PackedFeatureTable
public;interface;PackedFeatureWithIndex
beta;class;Paragraph
beta;interface;ParagraphProps
internal;interface;ParsedTileTreeIdAndContentId
internal;function;parseTileTreeIdAndContentId
public;interface;PartReference
public;type;PersistentBackgroundMapProps
public;interface;PersistentGraphicsRequestProps
public;interface;PhysicalElementProps
public;interface;PhysicalTypeProps
public;type;Placement
public;class;Placement2d
public;interface;Placement2dProps
public;class;Placement3d
public;interface;Placement3dProps
public;type;PlacementProps
public;enum;PlanarClipMaskMode
public;enum;PlanarClipMaskPriority
public;interface;PlanarClipMaskProps
public;class;PlanarClipMaskSettings
public;class;PlanProjectionSettings
public;interface;PlanProjectionSettingsProps
internal;class;PntsHeader
public;type;Point2dProps
beta;interface;PointCloudDisplayProps
beta;class;PointCloudDisplaySettings
beta;type;PointCloudEDLMode
beta;type;PointCloudShape
beta;type;PointCloudSizeMode
public;interface;PointWithStatus
internal;const;POLICY
internal;class;PolylineEdgeArgs
public;interface;PolylineFlags
public;type;PolylineIndices
public;enum;PolylineTypeFlags
public;class;PositionalVectorTransform
public;interface;PositionalVectorTransformProps
internal;interface;PrimaryTileTreeId
beta;enum;PrimitiveTypeCode
public;interface;PriorityPlanarClipMaskArgs
beta;enum;ProfileOptions
public;class;Projection
public;type;ProjectionMethod
public;interface;ProjectionProps
beta;type;PropertyCallback
beta;class;PropertyMetaData
public;class;PropertyMetaDataMap
beta;interface;PropertyMetaDataProps
internal;interface;PullChangesOptions
public;class;QParams2d
alpha;interface;QParams2dProps
public;class;QParams3d
alpha;interface;QParams3dProps
public;class;QPoint2d
public;interface;QPoint2dBuffer
public;namespace;QPoint2dBuffer
public;class;QPoint2dBufferBuilder
public;class;QPoint2dList
public;class;QPoint3d
public;interface;QPoint3dBuffer
public;namespace;QPoint3dBuffer
public;class;QPoint3dBufferBuilder
public;class;QPoint3dList
public;namespace;Quantization
internal;function;isInRange
internal;function;isQuantizable
internal;function;isQuantized
public;class;QueryBinder
public;interface;QueryLimit
public;interface;QueryOptions
public;class;QueryOptionsBuilder
internal;enum;QueryParamType
public;interface;QueryPropertyMetaData
public;interface;QueryQuota
public;enum;QueryRowFormat
public;interface;QueryRowProxy
public;interface;QueryStats
public;type;QueryValueType
public;enum;Rank
internal;interface;ReadableFormData
beta;function;readElementMeshes
internal;function;readTileContentDescription
deprecated;function;readTileContentDescription
beta;interface;RealityData
beta;interface;RealityDataAccess
beta;enum;RealityDataFormat
beta;namespace;RealityDataFormat
beta;enum;RealityDataProvider
beta;interface;RealityDataSourceKey
beta;namespace;RealityDataSourceKey
beta;interface;RealityDataSourceProps
beta;interface;RealityModelDisplayProps
beta;class;RealityModelDisplaySettings
internal;const;REGISTRY
public;class;RelatedElement
public;interface;RelatedElementProps
public;interface;RelationshipProps
internal;interface;RelTypeInfo
public;type;RemoveFunction
public;interface;RenderFeatureTable
public;class;RenderMaterial
public;namespace;RenderMaterial
public;interface;RenderMaterialAssetMapsProps
public;interface;RenderMaterialAssetProps
public;interface;RenderMaterialProps
public;enum;RenderMode
public;namespace;RenderSchedule
internal;class;Interval
public;class;RenderTexture
public;namespace;RenderTexture
public;interface;RenderTimelineLoadProps
public;interface;RenderTimelineProps
public;interface;RepositoryLinkProps
public;interface;RequestNewBriefcaseProps
internal;class;ResponseLike
public;class;RgbColor
public;interface;RgbColorProps
public;type;RgbFactorProps
public;interface;RootSubjectProps
public;interface;RpcActivity
internal;type;RpcActivityRun
beta;class;RpcConfiguration
internal;type;RpcConfigurationSupplier
public;enum;RpcContentType
deprecated;enum;RpcContentType
internal;class;RpcControlChannel
public;class;RpcControlResponse
internal;class;RpcDefaultConfiguration
internal;class;RpcDirectProtocol
internal;class;RpcDirectRequest
public;enum;RpcEndpoint
deprecated;enum;RpcEndpoint
public;class;RpcInterface
beta;interface;RpcInterfaceDefinition
beta;interface;RpcInterfaceEndpoints
beta;type;RpcInterfaceImplementation
internal;class;RpcInvocation
internal;interface;RpcManagedStatus
beta;class;RpcManager
internal;class;RpcMarshaling
internal;class;RpcMultipart
public;class;RpcNotFoundResponse
internal;class;RpcOpenAPIDescription
internal;class;RpcOperation
internal;namespace;RpcOperation
internal;class;RpcOperationPolicy
internal;type;RpcOperationPolicyProps
internal;interface;RpcOperationsProfile
internal;const;rpcOverIpcStrings
internal;class;RpcPendingQueue
public;class;RpcPendingResponse
internal;class;RpcProtocol
public;enum;RpcProtocolEvent
deprecated;enum;RpcProtocolEvent
internal;type;RpcProtocolEventHandler
internal;enum;RpcProtocolVersion
internal;class;RpcPushChannel
internal;class;RpcPushConnection
internal;type;RpcPushMessageListener
internal;class;RpcPushService
internal;class;RpcPushSubscription
internal;class;RpcPushTransport
internal;class;RpcRegistry
internal;class;RpcRequest
internal;type;RpcRequestCallback_T
internal;interface;RpcRequestContext
public;enum;RpcRequestEvent
deprecated;enum;RpcRequestEvent
internal;type;RpcRequestEventHandler
internal;interface;RpcRequestFulfillment
internal;namespace;RpcRequestFulfillment
internal;type;RpcRequestInitialRetryIntervalSupplier_T
internal;type;RpcRequestNotFoundHandler
public;enum;RpcRequestStatus
deprecated;enum;RpcRequestStatus
public;namespace;RpcRequestStatus
deprecated;namespace;RpcRequestStatus
internal;type;RpcRequestTokenSupplier_T
public;enum;RpcResponseCacheControl
internal;type;RpcResponseCachingCallback_T
internal;interface;RpcRoutingMap
internal;namespace;RpcRoutingMap
beta;class;RpcRoutingToken
internal;interface;RpcSerializedValue
internal;namespace;RpcSerializedValue
internal;class;RpcSessionInvocation
beta;type;Run
beta;namespace;Run
beta;interface;RunLayoutResult
beta;type;RunProps
public;enum;SchemaState
public;interface;SectionDrawingLocationProps
public;interface;SectionDrawingProps
public;interface;SectionDrawingViewProps
public;enum;SectionType
public;interface;SerializedRpcActivity
internal;interface;SerializedRpcOperation
internal;interface;SerializedRpcRequest
public;class;ServerError
public;class;ServerTimeoutError
public;interface;SessionProps
beta;interface;SheetBorderTemplateProps
public;interface;SheetProps
beta;interface;SheetTemplateProps
internal;class;SilhouetteEdgeArgs
public;class;SkyBox
public;type;SkyBoxImageProps
public;enum;SkyBoxImageType
public;interface;SkyBoxProps
public;class;SkyCube
public;interface;SkyCubeImageProps
public;interface;SkyCubeProps
public;class;SkyGradient
public;type;SkyGradientProperties
public;class;SkySphere
public;interface;SkySphereImageProps
internal;interface;SnapRequestProps
internal;interface;SnapResponseProps
internal;class;SnapshotIModelRpcInterface
public;interface;SnapshotOpenOptions
public;class;SolarLight
public;interface;SolarLightProps
public;class;SolarShadowSettings
public;interface;SolarShadowSettingsProps
public;interface;SourceAndTarget
public;class;SpatialClassifier
public;class;SpatialClassifierFlags
public;interface;SpatialClassifierFlagsProps
public;enum;SpatialClassifierInsideDisplay
public;enum;SpatialClassifierOutsideDisplay
public;interface;SpatialClassifierProps
public;class;SpatialClassifiers
public;interface;SpatialClassifiersContainer
public;interface;SpatialViewDefinitionProps
beta;type;StackedFractionType
public;type;StandaloneOpenOptions
beta;type;StorageValue
public;class;SubCategoryAppearance
public;namespace;SubCategoryAppearance
public;class;SubCategoryOverride
public;interface;SubCategoryPlanarClipMaskArgs
public;interface;SubCategoryProps
internal;interface;SubCategoryResultRow
public;interface;SubjectProps
public;type;SubLayerId
beta;interface;SynchronizationConfigLinkProps
public;enum;SyncMode
public;enum;TerrainHeightOriginMode
public;interface;TerrainProps
public;type;TerrainProviderName
deprecated;type;TerrainProviderName
public;class;TerrainSettings
internal;class;TestRpcManager
beta;class;TextAnnotation
public;interface;TextAnnotation2dProps
public;interface;TextAnnotation3dProps
beta;interface;TextAnnotationAnchor
beta;interface;TextAnnotationCreateArgs
beta;interface;TextAnnotationProps
beta;class;TextBlock
beta;class;TextBlockComponent
beta;interface;TextBlockComponentProps
beta;interface;TextBlockGeometryProps
beta;type;TextBlockGeometryPropsEntry
beta;type;TextBlockJustification
beta;interface;TextBlockLayoutResult
beta;interface;TextBlockProps
beta;interface;TextBlockStringifyOptions
beta;class;TextRun
beta;interface;TextRunProps
public;class;TextString
beta;interface;TextStringGlyphData
public;interface;TextStringPrimitive
public;interface;TextStringProps
beta;class;TextStyle
beta;type;TextStyleColor
beta;interface;TextStyleProps
beta;class;TextStyleSettings
beta;interface;TextStyleSettingsProps
public;interface;TextureData
public;type;TextureImageSpec
public;interface;TextureLoadProps
public;class;TextureMapping
public;namespace;TextureMapping
public;interface;TextureMapProps
public;enum;TextureMapUnits
public;interface;TextureProps
public;enum;TextureTransparency
public;class;ThematicDisplay
public;enum;ThematicDisplayMode
public;interface;ThematicDisplayProps
public;class;ThematicDisplaySensor
public;interface;ThematicDisplaySensorProps
public;class;ThematicDisplaySensorSettings
public;interface;ThematicDisplaySensorSettingsProps
public;enum;ThematicGradientColorScheme
public;enum;ThematicGradientMode
public;class;ThematicGradientSettings
public;interface;ThematicGradientSettingsProps
public;enum;ThematicGradientTransparencyMode
public;interface;ThumbnailFormatProps
public;interface;ThumbnailProps
internal;interface;TileContentDescription
beta;interface;TileContentIdentifier
internal;interface;TileContentMetadata
internal;enum;TileContentSource
internal;type;TileEdgeType
internal;enum;TileFormat
internal;function;tileFormatFromNumber
internal;class;TileHeader
internal;interface;TileMetadata
internal;class;TileMetadataReader
internal;interface;TileOptions
internal;namespace;TileOptions
internal;interface;TileProps
internal;class;TileReadError
internal;enum;TileReadStatus
alpha;namespace;Tileset3dSchema
internal;interface;TileTreeContentIds
internal;interface;TileTreeMetadata
internal;interface;TileTreeProps
public;interface;TileVersionInfo
public;interface;TranslationOptions
alpha;enum;TreeFlags
public;class;Tween
public;type;TweenCallback
public;class;Tweens
public;enum;TxnAction
internal;interface;TxnNotifications
public;class;TypeDefinition
public;interface;TypeDefinitionElementProps
internal;type;TypedGltfChunk
public;enum;TypeOfChange
public;type;UnitType
public;type;UpdateCallback
beta;interface;UpgradeOptions
public;interface;UrlLinkProps
public;class;VerticalCRS
public;interface;VerticalCRSProps
public;interface;ViewAttachmentLabelProps
public;interface;ViewAttachmentProps
public;interface;ViewDefinition2dProps
public;interface;ViewDefinition3dProps
public;interface;ViewDefinitionProps
public;class;ViewDetails
public;class;ViewDetails3d
public;interface;ViewDetails3dProps
public;interface;ViewDetailsProps
public;type;ViewFlagOverrides
public;interface;ViewFlagProps
public;class;ViewFlags
public;type;ViewFlagsProperties
public;type;ViewIdString
public;interface;ViewQueryParams
public;interface;ViewStateLoadProps
public;interface;ViewStateProps
beta;namespace;ViewStoreRpc
public;type;IdString
internal;const;WEB_RPC_CONSTANTS
internal;class;WebAppRpcLogging
internal;class;WebAppRpcProtocol
internal;class;WebAppRpcRequest
public;interface;WhiteOnWhiteReversalProps
public;class;WhiteOnWhiteReversalSettings
internal;class;WipRpcInterface
