sep=;
internal;createClassifierTileTreeReference(classifiers: SpatialClassifiers, classifiedTree: TileTreeReference, iModel: IModelConnection, source: ViewState | DisplayStyleState): SpatialClassifierTileTreeReference
internal;createDefaultViewFlagOverrides(options:
internal;createEmptyRenderPlan(): RenderPlan
internal;createMaskTreeReference(model: GeometricModelState): TileTreeReference
internal;createOrbitGtTileTreeReference(props: OrbitGtTileTree.ReferenceProps): RealityModelTileTree.Reference
internal;createPrimaryTileTreeReference(view: ViewState, model: GeometricModelState): TileTreeReference
internal;createRealityTileTreeReference(props: RealityModelTileTree.ReferenceProps): RealityModelTileTree.Reference
internal;createRenderPlanFromViewport(vp: Viewport): RenderPlan
internal;CurrentInputState
internal;CurrentState
alpha;CustomFormatPropEditorSpec
alpha;CustomQuantityTypeDefinition 
internal;DebugShaderFile
public;DecorateContext 
public;Decorations 
internal;DecorationsCache
public;Decorator 
internal;DefaultViewTouchTool 
internal;DefineACSByElementTool 
internal;DefineACSByPointsTool 
alpha;DepthPointOptions
alpha;DepthPointSource
public;DepthRangeNpc
internal;DevTools
beta;DisclosedTileTreeSet 
public;DisplayStyle2dState 
public;DisplayStyle3dState 
public;class DisplayStyleState 
beta;DownloadBriefcaseId =
beta;DownloadBriefcaseOptions = DownloadBriefcaseId &
alpha;DrawClipOptions
public;DrawingModelState 
public;DrawingViewState 
internal;class DynamicIModelTile 
public;DynamicsContext 
alpha;EditingFunctions
alpha;EditingFunctions
deprecated;CategoryEditor
deprecated;ConcurrencyControl
deprecated;ModelEditor
alpha;EditManipulator
internal;ELEMENT_MARKED_FOR_REMOVAL: unique symbol
alpha;ElementAgenda
alpha;ElementEditor3d
public;ElementLocateManager
public;ElementPicker
alpha;class ElementSetTool 
public;ElementState 
internal;EllipsoidTerrainProvider 
public;EmphasizeElements 
public;EmphasizeElementsProps
beta;EngineeringLengthDescription 
public;EntityState 
public;Environment
public;EventController
public;EventHandled
beta;class Extension
beta;ExtensionAdmin
beta;ExtensionAdminProps
beta;ExtensionLoader
beta;ExtensionServiceExtensionLoader 
public;ExtentLimits
beta;ExternalServerExtensionLoader 
alpha;ExternalTileStatistics
public;extractImageSourceDimensions(source: ImageSource): Promise
internal;eyeToCartographicOnGlobe(viewport: ScreenViewport, preserveHeight?: boolean): Cartographic | undefined
internal;eyeToCartographicOnGlobeFromGcs(viewport: ScreenViewport, preserveHeight?: boolean): Promise
alpha;FeatureLogBatchClient
alpha;FeatureLogBatchOptions
public;FeatureOverrideProvider
public;FeatureOverrideType
public;FeatureSymbology
deprecated;Appearance 
deprecated;AppearanceProps 
alpha;FeatureTrackingManager
alpha;FeatureTrackingProps
alpha;findAvailableRealityModels(contextId: GuidString, modelCartographicRange?: CartographicRange | undefined): Promise
alpha;findAvailableUnattachedRealityModels(contextId: GuidString, iModel?: IModelConnection, modelCartographicRange?: CartographicRange | undefined): Promise
public;FitViewTool 
internal;Flags
public;FlyViewTool 
beta;class FormattedQuantityDescription 
alpha;FormatterParserSpecsProvider
alpha;FormattingUnitSystemChangedArgs
internal;FrameBeforeRenderData
internal;FrameCameraFrustumData
internal;FrameCameraViewData
internal;FrameRenderData
public;FrontendLoggerCategory
public;FrontendRequestContext 
public;FrontendSecurityOptions
public;Frustum2d
internal;FrustumAnimator 
public;FuzzySearch
public;FuzzySearchResult
public;FuzzySearchResults
internal;GeoConverter
internal;GeographicTilingScheme 
public;GeometricModel2dState 
public;GeometricModel3dState 
public;class GeometricModelState 
internal;GeoServices
beta;getCenteredViewRect(viewRect: ViewRect, aspectRatio?: number): ViewRect
beta;getCesiumAssetUrl(osmAssetId: number, requestKey: string): string
internal;getCesiumOSMBuildingsUrl(): string
internal;getCesiumTerrainProvider(iModel: IModelConnection, modelId: Id64String, wantSkirts: boolean, wantNormals: boolean, exaggeration: number): Promise
beta;getCompressedJpegFromCanvas(canvas: HTMLCanvasElement, maxBytes?: number, minCompressionQuality?: number): string | undefined
internal;getGcsConverterAvailable(iModel: IModelConnection): Promise
public;getImageSourceFormatForMimeType(mimeType: string): ImageSourceFormat | undefined
public;getImageSourceMimeType(format: ImageSourceFormat): string
beta;getQuantityTypeKey(type: QuantityTypeArg): QuantityTypeKey
alpha;GlobalLocation
alpha;GlobalLocationArea
internal;GlobeAnimator 
internal;class GltfReader
internal;GltfReaderProps
internal;GltfReaderResult 
internal;GLTimerResult
internal;GLTimerResultCallback = (result: GLTimerResult) => void
beta;GpuMemoryLimit = "none" | "default" | "aggressive" | "relaxed" | number
beta;GpuMemoryLimits
public;GraphicBranch 
internal;GraphicBranchFrustum
internal;GraphicBranchOptions
public;class GraphicBuilder
public;GraphicList = RenderGraphic[]
internal;GraphicsCollector
internal;GraphicsCollectorDrawArgs 
public;GraphicType
alpha;GroupMark
internal;Hilites
beta;HiliteSet
public;HitDetail
public;HitDetailType
public;HitGeomType
public;HitList
public;HitListHolder
public;HitParentGeomType
public;HitPriority
public;HitSource
internal;I3dmReader 
public;IconSprites
public;IdleTool 
public;imageBufferToBase64EncodedPng(buffer: ImageBuffer, preserveAlpha?: boolean): string | undefined
public;imageBufferToCanvas(buffer: ImageBuffer, preserveAlpha?: boolean): HTMLCanvasElement | undefined
public;imageBufferToPngDataUrl(buffer: ImageBuffer, preserveAlpha?: boolean): string | undefined
public;imageElementFromImageSource(source: ImageSource): Promise
public;imageElementFromUrl(url: string): Promise
internal;ImageryMapLayerFormat 
internal;ImageryMapLayerTreeReference 
internal;ImageryMapTile 
internal;ImageryMapTileTree 
internal;ImageryTileContent 
internal;ImdlReader 
internal;ImdlReaderResult 
public;IModelApp
public;IModelAppOptions
public;class IModelConnection 
public;IModelConnection
internal;IModelFrameLifecycle
public;IModelRoutingContext
internal;IModelTile 
internal;IModelTileContent 
internal;IModelTileParams 
internal;iModelTileParamsFromJSON(props: TileProps, parent: IModelTile | undefined): IModelTileParams
internal;IModelTileTree 
internal;IModelTileTreeOptions
internal;IModelTileTreeParams 
internal;iModelTileTreeParamsFromJSON(props: IModelTileTreeProps, iModel: IModelConnection, modelId: Id64String, options: IModelTileTreeOptions): IModelTileTreeParams
public;class InputCollector 
public;InputSource
internal;InstancedGraphicParams
beta;InteractiveEditingSession 
public;class InteractiveTool 
internal;internalMapLayerImageryFormats: (typeof WmsMapLayerFormat)[]
public;IntersectDetail 
beta;IpcApp
beta;IpcAppOptions
alpha;isCheckboxFormatPropEditorSpec: (item: CustomFormatPropEditorSpec) => item is CheckboxFormatPropEditorSpec
alpha;isCustomQuantityTypeDefinition(item: QuantityTypeDefinition): item is CustomQuantityTypeDefinition
alpha;isTextInputFormatPropEditorSpec: (item: CustomFormatPropEditorSpec) => item is TextInputFormatPropEditorSpec
alpha;isTextSelectFormatPropEditorSpec: (item: CustomFormatPropEditorSpec) => item is TextSelectFormatPropEditorSpec
alpha;ItemField
beta;KeyinParseError
internal;KeyinStatus
beta;LengthDescription 
internal;linePlaneIntersect(outP: Point3d, linePt: Point3d, lineNormal: Vector3d | undefined, planePt: Point3d, planeNormal: Vector3d, perpendicular: boolean): void
internal;LoadedExtensionProps
internal;LocalhostIpcApp
internal;LocalHostIpcAppOpts 
public;LocateAction
public;LocateFilterStatus
public;LocateOptions
public;LocateResponse
internal;LockedStates
internal;loggerCategory = "imodeljs-frontend.Extension"
beta;LookAndMoveTool 
public;LookViewTool 
internal;LRUTileList
internal;LRUTileListNode
alpha;ManipulatorToolEvent
internal;MapBoxLayerImageryProvider 
internal;MapCartoRectangle 
internal;MapLayerFormat
internal;MapLayerFormatRegistry
internal;MapLayerFormatType = typeof MapLayerFormat
internal;class MapLayerImageryProvider
internal;MapLayerImageryProviderStatus
beta;MapLayerOptions
internal;MapLayerSetting
internal;MapLayerSettingsService
internal;MapLayerSource 
internal;MapLayerSources
internal;MapLayerSourceStatus
internal;MapLayerSourceValidation
internal;class MapLayerTileTreeReference 
internal;MapTile 
internal;MapTileLoader 
internal;class MapTileProjection
internal;MapTileTree 
internal;MapTileTreeReference 
internal;class MapTilingScheme
public;MarginPercent
public;Marker 
public;MarkerFillStyle = string | CanvasGradient | CanvasPattern
public;MarkerImage = HTMLImageElement | HTMLCanvasElement | HTMLVideoElement | ImageBitmap
public;class MarkerSet
public;MarkerTextAlign = "left" | "right" | "center" | "start" | "end"
public;MarkerTextBaseline = "top" | "hanging" | "middle" | "alphabetic" | "ideographic" | "bottom"
alpha;MeasureAreaByPointsTool 
alpha;MeasureAreaTool 
alpha;MeasureDistanceTool 
alpha;class MeasureElementTool 
alpha;MeasureLengthTool 
alpha;MeasureLocationTool 
alpha;MeasureVolumeTool 
public;MessageBoxIconType
public;MessageBoxType
public;MessageBoxValue
internal;metersToRange(inputMeters: number, minimumOutput?: number, maximumOutput?: number, maximumInputMeters?: number): number
internal;MockRender
internal;ModalOptions
internal;ModalReturn
alpha;ModelDisplayTransformProvider
public;ModelSelectorState 
public;ModelState 
alpha;ModifyElementSource
alpha;NativeApp
alpha;NativeAppAuthorization
internal;NativeAppLogger
alpha;NativeAppOpts 
internal;NoRenderApp
beta;class NotificationHandler
public;NotificationManager
public;NotifyMessageDetails
internal;NullRenderSystem 
internal;NullTarget 
internal;OffScreenTarget 
internal;OffScreenViewport 
beta;OidcBrowserClient 
internal;OnScreenTarget 
beta;openImageDataUrlInNewWindow(url: string, title?: string): void
internal;OrbitGtTileTree 
internal;OrbitGtTileTree
public;OrthographicViewState 
beta;OsmBuildingDisplayOptions
public;OutputMessageAlert
public;OutputMessagePriority
public;OutputMessageType
alpha;OverrideFormatEntry
internal;overrideRequestTileTreeProps(func: RequestTileTreePropsFunc | undefined): void
public;PanViewTool 
beta;ParseAndRunResult
beta;ParsedKeyin
beta;ParseKeyinError
beta;ParseKeyinResult = ParsedKeyin | ParseKeyinError
beta;ParticleCollectionBuilder
beta;ParticleCollectionBuilder
beta;ParticleCollectionBuilderParams
beta;ParticleProps 
beta;PendingExtension
internal;PerformanceMetrics
beta;PerModelCategoryVisibility
public;PhysicalModelState 
internal;PingTestResult
beta;Pixel
internal;PlanarClassifierMap = Map
internal;PlanarClassifierTarget
beta;PlanarClipMaskState
internal;PlanarTilePatch
public;class PrimitiveTool 
alpha;PrimitiveVisibility
beta;PromiseReturnType
internal;QuadId
alpha;QuantityFormatsChangedArgs
alpha;QuantityFormatter 
beta;QuantityType
beta;QuantityTypeArg = QuantityType | string
alpha;QuantityTypeDefinition
beta;QuantityTypeKey = string
internal;queryTerrainElevationOffset(viewport: ScreenViewport, carto: Cartographic): Promise
internal;rangeToCartographicArea(view3d: ViewState3d, range: Range3d): GlobalLocationArea | undefined
internal;readPointCloudTileContent(stream: ByteStream, iModel: IModelConnection, modelId: Id64String, _is3d: boolean, range: ElementAlignedBox3d, system: RenderSystem): RenderGraphic | undefined
internal;RealityModelSource = ViewState | DisplayStyleState
internal;RealityModelTileClient
internal;RealityModelTileTree 
internal;RealityModelTileTree
internal;RealityModelTileUtils
internal;RealityTile 
internal;RealityTileDrawArgs 
internal;class RealityTileLoader
internal;RealityTileParams 
internal;RealityTileTree 
internal;RealityTileTreeParams 
public;RemoteBriefcaseConnection 
beta;class RenderClipVolume 
public;RenderContext
internal;RenderDiagnostics
public;class RenderGraphic 
public;class RenderGraphicOwner 
internal;RenderMemory
internal;RenderPlan
internal;class RenderPlanarClassifier 
internal;RenderScheduleState
public;class RenderSystem 
public;RenderSystem
beta;Options
beta;RenderSystemDebugControl
internal;class RenderTarget 
beta;RenderTargetDebugControl
internal;class RenderTerrainMeshGeometry 
internal;class RenderTextureDrape 
internal;RequestTileTreePropsFunc = (iModel: IModelConnection, treeId: string) => Promise
internal;RootIModelTile = Tile &
public;RotateViewTool 
alpha;RotationMode
internal;RoundOff
internal;SavedState
beta;Scene
beta;SceneContext 
internal;SceneVolumeClassifier
beta;ScreenSpaceEffectBuilder
beta;ScreenSpaceEffectBuilderParams
beta;ScreenSpaceEffectContext
beta;ScreenSpaceEffectSource
public;ScreenViewport 
public;ScrollViewTool 
internal;SectionDrawingInfo
public;SectionDrawingModelState 
public;SelectAddEvent
internal;SelectedAndReadyTiles
public;SelectedViewportChangedArgs
public;SelectionMethod
public;SelectionMode
public;SelectionProcessing
public;SelectionSet
public;SelectionSetEvent = SelectAddEvent | SelectRemoveEvent | SelectReplaceEvent
public;SelectionSetEventType
public;SelectionTool 
internal;SelectParent
public;SelectRemoveEvent
public;SelectReplaceEvent
alpha;SetupCameraTool 
beta;SetupWalkCameraTool 
public;SheetModelState 
public;SheetViewState 
internal;ShouldAbortReadGltf = (reader: GltfReader) => boolean
public;class SkyBox 
public;SkyBox
internal;SkyBoxParams = Promise
public;SkyCube 
public;SkyGradient 
public;SkySphere 
public;SnapDetail 
public;SnapHeat
public;SnapMode
public;SnapshotConnection 
public;SnapStatus
beta;SpatialClassifiers
internal;SpatialClassifiersContainer
internal;class SpatialClassifierTileTreeReference 
public;SpatialLocationModelState 
public;SpatialModelState 
internal;SpatialTileTreeReferences 
internal;SpatialTileTreeReferences
public;SpatialViewState 
public;Sprite
public;SpriteLocation 
public;StandardView
public;StandardViewId
public;StandardViewTool 
public;StartOrResume
alpha;Storage
internal;SubCategoriesCache
internal;SubCategoriesCache
internal;SubCategoriesRequest
beta;SurveyLengthDescription 
internal;SuspendedToolState
internal;class Target 
internal;TentativeOrAccuSnap
public;TentativePoint
internal;TerrainDisplayOverrides
internal;class TerrainMeshProvider
internal;TerrainTexture
internal;TerrainTileContent 
alpha;TextInputFormatPropEditorSpec 
alpha;TextSelectFormatPropEditorSpec 
internal;TextureDrapeMap = Map
internal;TextureImage
internal;ThreeAxes
beta;class Tile
beta;TileAdmin
beta;TileAdmin
internal;TileAvailability
internal;TileBoundingBoxes
beta;TileContent
beta;TiledGraphicsProvider
beta;TileDrawArgParams
beta;TileDrawArgs
beta;TileGraphicType
beta;TileLoadPriority
beta;TileLoadStatus
beta;TileParams
internal;TilePatch = PlanarTilePatch | EllipsoidPatch
beta;TileRequest
beta;TileRequest
internal;State
beta;TileRequestChannel
beta;TileRequestChannels
beta;TileRequestChannelStatistics
beta;Tiles
beta;class TileTree
beta;TileTreeDiscloser
beta;TileTreeLoadStatus
beta;TileTreeOwner
beta;TileTreeParams
beta;class TileTreeReference
beta;TileTreeSupplier
internal;TileUrlImageryProvider 
beta;TileUsageMarker
beta;TileVisibility
public;Tool
public;ToolAdmin
public;ToolAdmin
alpha;ActiveSettings
public;ToolAssistance
public;ToolAssistanceImage
public;ToolAssistanceInputMethod
public;ToolAssistanceInstruction
public;ToolAssistanceInstructions
public;ToolAssistanceKeyboardInfo
public;ToolAssistanceSection
public;ToolList = ToolType[]
public;ToolRegistry
public;ToolSettings
internal;ToolSettingsState
internal;ToolState
public;ToolTipOptions
internal;ToolTipProvider
public;ToolType = typeof Tool
internal;TouchCursor 
internal;TraversalChildrenDetails
internal;TraversalDetails
internal;TraversalSelectionContext
public;tryImageElementFromUrl(url: string): Promise
beta;TwoWayViewportSync
beta;Uniform
beta;UniformArrayParams 
beta;UniformContext
beta;UniformParams
beta;UniformType
alpha;UnitSystemKey = "metric" | "imperial" | "usCustomary" | "usSurvey"
internal;UpsampledMapTile 
beta;VaryingType
public;ViewAnimationOptions
public;ViewChangeOptions 
alpha;ViewClipByElementTool 
alpha;ViewClipByPlaneTool 
alpha;ViewClipByRangeTool 
alpha;ViewClipByShapeTool 
alpha;ViewClipClearTool 
alpha;ViewClipControlArrow
alpha;ViewClipDecoration 
alpha;ViewClipDecorationProvider 
alpha;ViewClipEventHandler
alpha;class ViewClipModifyTool 
alpha;ViewClipPlanesModifyTool 
alpha;ViewClipShapeModifyTool 
alpha;ViewClipTool 
beta;ViewCreator2d
beta;ViewCreator2dOptions
beta;ViewCreator3d
beta;ViewCreator3dOptions
internal;viewGlobalLocation(viewport: ScreenViewport, doAnimate: boolean, eyeHeight?: number, pitchAngleRadians?: number, location?: GlobalLocation): number
internal;ViewGlobalLocationConstants
beta;ViewGlobeBirdTool 
beta;ViewGlobeIModelTool 
beta;ViewGlobeLocationTool 
beta;ViewGlobeSatelliteTool 
internal;ViewHandleArray
internal;ViewHandleType
beta;ViewingSpace
internal;class ViewingToolHandle
public;ViewManager
public;class ViewManip 
public;class Viewport 
public;ViewportDecorator
internal;ViewportIdSet 
internal;ViewportIdSets 
public;class ViewPose
internal;ViewPose2d 
internal;ViewPose3d 
public;ViewRect
public;ViewRedoTool 
public;class ViewState 
public;class ViewState2d 
public;class ViewState3d 
public;ViewStatus
public;ViewToggleCameraTool 
public;class ViewTool 
beta;ViewUndoEvent
public;ViewUndoTool 
public;WalkViewTool 
internal;WebMercatorProjection
internal;WebMercatorTilingScheme 
beta;WebViewerApp
beta;WebViewerAppOpts
internal;WheelEventProcessor
public;WindowAreaTool 
internal;WmsCapabilities
internal;WmsCapability
internal;WmsMapLayerImageryProvider 
internal;WmsUtilities
internal;WmtsCapabilities
internal;WmtsCapability
internal;WmtsMapLayerImageryProvider 
public;ZoomToOptions
public;ZoomViewTool 
